green_access,transit_access,services_access,livability_score
0.0,0.0,0.08333333333333334,0.02777777777777778
0.0,0.0,0.2777777777777778,0.0925925925925926
0.0,0.0,0.08333333333333334,0.02777777777777778
0.0,0.0,0.4166666666666667,0.1388888888888889
1.0,1.0,0.36111111111111116,0.7870370370370371
0.0,0.0,0.08333333333333334,0.02777777777777778
0.0,0.0,0.08333333333333334,0.02777777777777778
1.0,0.0,0.638888888888889,0.5462962962962963
0.0,0.0,0.0,0.0
0.0,0.0,0.08333333333333334,0.02777777777777778
0.0,0.0,0.08333333333333334,0.02777777777777778
1.0,0.0,0.4166666666666667,0.47222222222222227
0.0,0.0,0.08333333333333334,0.02777777777777778
0.0,0.0,0.6944444444444445,0.2314814814814815
0.0,1.0,0.4166666666666667,0.47222222222222227
1.0,1.0,0.30555555555555564,0.7685185185185186
0.0,0.0,0.0,0.0
1.0,0.0,0.5000000000000001,0.5
0.0,0.0,0.861111111111111,0.28703703703703703
1.0,1.0,0.5000000000000001,0.8333333333333334
1.0,0.0,0.4166666666666667,0.47222222222222227
0.0,1.0,0.0,0.3333333333333333
0.0,0.0,0.9166666666666667,0.3055555555555556
0.0,0.0,0.1388888888888889,0.0462962962962963
0.0,0.0,0.0,0.0
0.0,0.0,0.5000000000000001,0.1666666666666667
1.0,1.0,0.5555555555555556,0.8518518518518517
0.0,1.0,0.861111111111111,0.6203703703703703
1.0,0.0,0.08333333333333334,0.3611111111111111
0.0,1.0,0.9166666666666667,0.638888888888889
1.0,0.0,0.0,0.3333333333333333
0.0,0.0,0.0,0.0
1.0,1.0,0.7777777777777778,0.9259259259259259
0.0,1.0,0.0,0.3333333333333333
1.0,1.0,0.1388888888888889,0.7129629629629629
0.0,1.0,0.4166666666666667,0.47222222222222227
0.0,1.0,0.4166666666666667,0.47222222222222227
1.0,0.0,0.1388888888888889,0.3796296296296296
1.0,1.0,0.5555555555555556,0.8518518518518517
1.0,1.0,0.5833333333333334,0.8611111111111112
0.0,0.0,0.0,0.0
0.0,1.0,0.5000000000000001,0.5
1.0,0.0,0.08333333333333334,0.3611111111111111
1.0,0.0,0.22222222222222227,0.40740740740740744
0.0,0.0,0.9166666666666667,0.3055555555555556
0.0,1.0,0.5833333333333334,0.5277777777777778
0.0,1.0,0.0,0.3333333333333333
1.0,0.0,0.4166666666666667,0.47222222222222227
1.0,1.0,0.5000000000000001,0.8333333333333334
1.0,0.0,0.638888888888889,0.5462962962962963
0.0,1.0,0.5833333333333334,0.5277777777777778
0.0,0.0,0.0,0.0
1.0,0.0,0.9166666666666667,0.638888888888889
1.0,1.0,0.1388888888888889,0.7129629629629629
0.0,1.0,0.0,0.3333333333333333
1.0,0.0,0.36111111111111116,0.4537037037037037
0.0,0.0,0.5000000000000001,0.1666666666666667
0.0,1.0,0.08333333333333334,0.3611111111111111
0.0,0.0,0.0,0.0
0.0,1.0,0.5555555555555556,0.5185185185185185
0.0,1.0,0.638888888888889,0.5462962962962963
1.0,0.0,0.08333333333333334,0.3611111111111111
0.0,0.0,0.0,0.0
1.0,0.0,0.861111111111111,0.6203703703703703
1.0,0.0,0.5555555555555556,0.5185185185185185
0.0,1.0,0.1388888888888889,0.3796296296296296
1.0,1.0,0.9166666666666667,0.9722222222222223
1.0,1.0,0.1388888888888889,0.7129629629629629
0.0,1.0,0.36111111111111116,0.4537037037037037
0.0,0.0,0.4166666666666667,0.1388888888888889
1.0,0.0,0.2777777777777778,0.4259259259259259
1.0,0.0,0.9166666666666667,0.638888888888889
1.0,1.0,0.08333333333333334,0.6944444444444445
0.0,1.0,0.0,0.3333333333333333
0.0,1.0,0.7222222222222222,0.5740740740740741
1.0,0.0,0.0,0.3333333333333333
1.0,0.0,0.5000000000000001,0.5
1.0,0.0,0.5000000000000001,0.5
1.0,1.0,0.36111111111111116,0.7870370370370371
1.0,0.0,0.9166666666666667,0.638888888888889
1.0,0.0,0.5555555555555556,0.5185185185185185
0.0,1.0,0.638888888888889,0.5462962962962963
0.0,0.0,0.5000000000000001,0.1666666666666667
1.0,1.0,0.36111111111111116,0.7870370370370371
0.0,0.0,0.4166666666666667,0.1388888888888889
0.0,0.0,0.0,0.0
0.0,0.0,0.5555555555555556,0.1851851851851852
1.0,0.0,1.0,0.6666666666666666
0.0,1.0,0.861111111111111,0.6203703703703703
1.0,1.0,0.638888888888889,0.8796296296296297
1.0,0.0,0.861111111111111,0.6203703703703703
0.0,0.0,0.0,0.0
1.0,1.0,0.5000000000000001,0.8333333333333334
0.0,0.0,1.0,0.3333333333333333
0.0,0.0,0.5555555555555556,0.1851851851851852
1.0,0.0,0.36111111111111116,0.4537037037037037
0.0,0.0,0.08333333333333334,0.02777777777777778
1.0,0.0,0.08333333333333334,0.3611111111111111
1.0,0.0,0.6944444444444445,0.5648148148148149
1.0,0.0,0.44444444444444453,0.48148148148148157
